index,date,sha,short_sha,author,subject,top_dirs,files_changed,insertions,deletions,patch_equivalent_in_origin,same_subject_in_origin,draft_recommendation,draft_rationale,draft_tag,commit_url,final_recommendation,final_rationale,final_tag,new_recommendation,new_wave,new_reason
204,2026-03-12,69542898a1caeda4b9073ae2a4dce0305409a8d4,69542898a1,Baptiste Devessier,Display a single Add a Section button (#18563),"packages/twenty-front (5), packages/twenty-ui (4)",9,77,25,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/69542898a1caeda4b9073ae2a4dce0305409a8d4,no,"new feature, not core fix",feature,yes,6,feature
205,2026-03-12,38664249cf8cc8a8bcaaaaf4a8883a98e00cbe52,38664249cf,github-actions[bot],i18n - translations (#18576),packages/twenty-front (62),62,241,211,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/38664249cf8cc8a8bcaaaaf4a8883a98e00cbe52,no,translations only,translations,no,,translations
206,2026-03-12,b21fb4aa6f1192fa5ac7a12b1ba65c8a4d7d4f2e,b21fb4aa6f,neo773,Fix PDF Upload edge case (#18533),"packages/twenty-server (6), yarn.lock (1)",7,151,178,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/b21fb4aa6f1192fa5ac7a12b1ba65c8a4d7d4f2e,yes,core product bug fix,core_fix,yes,3,frontend_fix
207,2026-03-12,78473a606af5c65bbf69fc915a9ac7a8c0259e20,78473a606a,martmull,Fix app dev flickering (#18562),packages/twenty-sdk (6),6,82,38,no,no,no,SDK/app-platform only,platform,https://github.com/twentyhq/twenty/commit/78473a606af5c65bbf69fc915a9ac7a8c0259e20,no,SDK/app-platform only,platform,no,,sdk_platform
208,2026-03-12,e8f818916775ac4292f7ca4776aa0db98e777284,e8f8189167,Raphaël Bosi,[COMMAND MENU ITEMS] Add engine component key (#18554),"packages/twenty-server (26), packages/twenty-standard-application (22), packages/twenty-front (4), packages/twenty-sdk (3)",55,852,1147,no,no,no,non-core upstream feature,noncore_feature,https://github.com/twentyhq/twenty/commit/e8f818916775ac4292f7ca4776aa0db98e777284,no,non-core upstream feature,noncore_feature,yes,6,noncore_feature
209,2026-03-12,660536d6bb66276cd09bb9315faa65e1d3a25f92,660536d6bb,Charles Bochet,Fix onboarding flow: workspace creation modal and invite team skip (#18577),packages/twenty-front (2),2,19,6,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/660536d6bb66276cd09bb9315faa65e1d3a25f92,yes,core product bug fix,core_fix,yes,3,frontend_fix
210,2026-03-12,db5b4d9c6cdf8c066964cdc3efacf6ba00fc2c8e,db5b4d9c6c,Hamza Faidi,fix: replace unsafe JSON.parse casts with parseJson in filter dropdowns (#18513),packages/twenty-front (4),4,24,10,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/db5b4d9c6cdf8c066964cdc3efacf6ba00fc2c8e,yes,core product bug fix,core_fix,yes,3,frontend_fix
211,2026-03-12,cb3e32df8631091abbbf3ba28c6af7cba9ee42e0,cb3e32df86,Lucas Bordeau,Fix AI demo workspace skill (#18575),"packages/twenty-front (7), packages/twenty-server (4), packages/twenty-shared (1)",12,263,55,no,no,no,non-core upstream feature,noncore_feature,https://github.com/twentyhq/twenty/commit/cb3e32df8631091abbbf3ba28c6af7cba9ee42e0,no,non-core upstream feature,noncore_feature,yes,6,noncore_feature
212,2026-03-12,f19fcd0010493020d4d1cf0e17249208984703b7,f19fcd0010,github-actions[bot],i18n - translations (#18578),packages/twenty-server (62),62,157,157,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/f19fcd0010493020d4d1cf0e17249208984703b7,no,translations only,translations,no,,translations
213,2026-03-12,eb4665bc98799062f4000988f70cd860e46ed4ed,eb4665bc98,Weiko,Create missing standard table and fields widget views (#18543),"packages/twenty-server (44), packages/twenty-shared (1)",45,5403,772,no,no,no,non-core upstream feature,noncore_feature,https://github.com/twentyhq/twenty/commit/eb4665bc98799062f4000988f70cd860e46ed4ed,no,non-core upstream feature,noncore_feature,yes,6,noncore_feature
214,2026-03-12,06d4d62e90d822ec3f5c63fe9454cbd5e2b69780,06d4d62e90,Weiko,Move 1.19 backfill pagelayout and views to 1.20 (#18582),packages/twenty-server (6),6,53,14,no,no,no,migration/framework churn,migration,https://github.com/twentyhq/twenty/commit/06d4d62e90d822ec3f5c63fe9454cbd5e2b69780,no,migration/framework churn,migration,no,,migration
215,2026-03-12,c59f420d21a88b75406907861388dee45ac5856f,c59f420d21,Weiko,Hide tabs for system objects (#18583),"packages/twenty-server (4), packages/twenty-front (2)",6,62,26,no,no,yes,core app change worth pulling,default_core_yes,https://github.com/twentyhq/twenty/commit/c59f420d21a88b75406907861388dee45ac5856f,yes,core app change worth pulling,default_core_yes,yes,3,frontend_fix
216,2026-03-12,c1da7be6d782cbd17a96dd6031c3946706e0a199,c1da7be6d7,Marie,Billing for self-hosts (#18075),"packages/twenty-server (39), packages/twenty-front (23), packages/twenty-website (10), packages/twenty-sdk (3)",76,4610,534,no,no,no,enterprise monetization,enterprise,https://github.com/twentyhq/twenty/commit/c1da7be6d782cbd17a96dd6031c3946706e0a199,no,enterprise monetization,enterprise,no,,enterprise
217,2026-03-12,c9deab4373c71c848e4f58c42769aa0612b191f7,c9deab4373,Raphaël Bosi,[COMMAND MENU ITEMS] Remove standard front components (#18581),"packages/twenty-standard-application (163), packages/twenty-server (15), packages/twenty-front (2), packages/twenty-sdk (2)",186,475,8470,no,no,no,not clearly worth cherry-picking,default_no,https://github.com/twentyhq/twenty/commit/c9deab4373c71c848e4f58c42769aa0612b191f7,no,not clearly worth cherry-picking,default_no,yes,6,improvement
218,2026-03-12,501fcc737ffca5eba2520e6e6bfcfd2604d0f818,501fcc737f,github-actions[bot],i18n - translations (#18586),"packages/twenty-front (62), packages/twenty-server (62)",124,9408,123,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/501fcc737ffca5eba2520e6e6bfcfd2604d0f818,no,translations only,translations,no,,translations
219,2026-03-12,0897575fd04ee65c2520b5803faf614ca7962eaa,0897575fd0,Charles Bochet,Fix flaky return-to-path e2e tests (#18580),packages/twenty-front (1),1,13,0,no,no,no,tests only,tests,https://github.com/twentyhq/twenty/commit/0897575fd04ee65c2520b5803faf614ca7962eaa,no,tests only,tests,no,,sdk_tests
220,2026-03-12,741e9a8f81ddbf173ee96c00580c3231f9edb5d1,741e9a8f81,Raphaël Bosi,Update yarn lock (#18589),yarn.lock (1),1,13,0,no,no,no,SDK/app-platform only,platform,https://github.com/twentyhq/twenty/commit/741e9a8f81ddbf173ee96c00580c3231f9edb5d1,no,SDK/app-platform only,platform,no,,sdk_platform
221,2026-03-12,6a3281a18ddc1dca45e262d0c7225c74f970e13f,6a3281a18d,Thomas Trompette,Bug fix batches (#18588),"packages/twenty-front (3), packages/twenty-ui (2), packages/twenty-server (1)",6,39,11,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/6a3281a18ddc1dca45e262d0c7225c74f970e13f,yes,core product bug fix,core_fix,yes,3,frontend_fix
222,2026-03-12,1685d066bee71d2d5f0a4cf7837aae7d5a9f4aa8,1685d066be,github-actions[bot],i18n - translations (#18591),packages/twenty-front (31),31,120,0,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/1685d066bee71d2d5f0a4cf7837aae7d5a9f4aa8,no,translations only,translations,no,,translations
223,2026-03-12,5bfa4c5c39ee99a6454a62dc34bcc89917d5e25c,5bfa4c5c39,martmull,Fix wrong uuid error (#18590),"packages/twenty-sdk (4), packages/twenty-front (1), packages/twenty-server (1)",6,8,12,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/5bfa4c5c39ee99a6454a62dc34bcc89917d5e25c,yes,core product bug fix,core_fix,yes,3,frontend_fix
224,2026-03-12,2a6fcfcfb300553933c4eb3f8bf3ed6a3b626197,2a6fcfcfb3,Baptiste Devessier,Side Panel Sub Page Framework® (#18579),"packages/twenty-front (44), packages/twenty-shared (1)",45,816,543,no,no,yes,core app change worth pulling,default_core_yes,https://github.com/twentyhq/twenty/commit/2a6fcfcfb300553933c4eb3f8bf3ed6a3b626197,no,side-panel framework feature,feature,yes,6,feature
225,2026-03-12,b5db955ac8ae8ffde769e9bfd241689932aa3ebd,b5db955ac8,Weiko,Fix sdk metadata client codegen (#18599),packages/twenty-sdk (1),1,1,2,no,no,no,SDK/app-platform only,platform,https://github.com/twentyhq/twenty/commit/b5db955ac8ae8ffde769e9bfd241689932aa3ebd,no,SDK/app-platform only,platform,no,,sdk_platform
226,2026-03-12,0ef47414738a9557f073fcc409cb605d9e9c14c3,0ef4741473,github-actions[bot],i18n - translations (#18595),packages/twenty-front (62),62,601,781,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/0ef47414738a9557f073fcc409cb605d9e9c14c3,no,translations only,translations,no,,translations
227,2026-03-12,3f420c84d7474d363ffd6b1def7cd2e87f5ab6fb,3f420c84d7,Weiko,Fix Flow tab missing for workflow run (#18602),packages/twenty-front (1),1,4,2,no,no,yes,workflow reliability fix,workflow_fix,https://github.com/twentyhq/twenty/commit/3f420c84d7474d363ffd6b1def7cd2e87f5ab6fb,yes,workflow reliability fix,workflow_fix,yes,4,workflow_fix
228,2026-03-12,ab13020e2b22d45bf0a9b66930af4d555904a3f5,ab13020e2b,Charles Bochet,Fix wrong uuid error on field metadata (#18598),"packages/twenty-sdk (3), packages/twenty-front (1), packages/twenty-server (1)",5,10,16,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/ab13020e2b22d45bf0a9b66930af4d555904a3f5,yes,core product bug fix,core_fix,yes,2,backend_fix
229,2026-03-12,a3c392ce8bb2b7d47ccbf1df3ef8ad437eb75bbf,a3c392ce8b,Copilot,Reset selected widget when exiting record page layout edit mode (#18603),packages/twenty-front (1),1,9,0,no,no,yes,core app change worth pulling,default_core_yes,https://github.com/twentyhq/twenty/commit/a3c392ce8bb2b7d47ccbf1df3ef8ad437eb75bbf,yes,core app change worth pulling,default_core_yes,yes,3,frontend_fix
230,2026-03-12,1cb4c98cb3528597f20e1479952c00631f35c3a6,1cb4c98cb3,Weiko,Add dataloader and read from cache for view entities (#18594),"packages/twenty-server (9), packages/twenty-sdk (3)",12,1121,737,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/1cb4c98cb3528597f20e1479952c00631f35c3a6,no,"new feature, not core fix",feature,yes,6,feature
231,2026-03-13,5f558e5539ab51396d26a9563e5afdd0f618ad99,5f558e5539,Félix Malfait,fix: accept production enterprise keys in development environment (#18611),packages/twenty-server (2),2,44,22,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/5f558e5539ab51396d26a9563e5afdd0f618ad99,no,dev-only enterprise key path,dev_only,no,,dev_only
232,2026-03-13,262f9f5fe11c3f15171e4299a0df9b18afc2ec02,262f9f5fe1,Baptiste Devessier,Re-fetch conditional display property in the frontend (#18601),packages/twenty-front (2),2,9,7,no,no,yes,core app change worth pulling,default_core_yes,https://github.com/twentyhq/twenty/commit/262f9f5fe11c3f15171e4299a0df9b18afc2ec02,yes,core app change worth pulling,default_core_yes,yes,3,frontend_fix
233,2026-03-13,349bfc846295fd13ef55a3ab4199374e1f8caafa,349bfc8462,Raphaël Bosi,Backfill existing workspaces with standard command menu items (#18596),packages/twenty-server (3),3,166,3,no,no,no,non-core upstream feature,noncore_feature,https://github.com/twentyhq/twenty/commit/349bfc846295fd13ef55a3ab4199374e1f8caafa,no,non-core upstream feature,noncore_feature,yes,6,noncore_feature
234,2026-03-13,dfd28f5b4a15187beafc1af57c8b68fae927618b,dfd28f5b4a,Thomas Trompette,Separate create draft cases op (#18613),"packages/twenty-front (1), packages/twenty-server (1)",2,48,40,no,no,yes,core app change worth pulling,default_core_yes,https://github.com/twentyhq/twenty/commit/dfd28f5b4a15187beafc1af57c8b68fae927618b,yes,core app change worth pulling,default_core_yes,yes,3,frontend_fix
235,2026-03-13,0641e07ca6f61f14f4cef1621cb1fec1fb71d78b,0641e07ca6,Baptiste Devessier,Bring back relations notes tasks targets (#18600),"packages/twenty-server (3), packages/twenty-front (1), packages/twenty-shared (1)",5,453,410,no,no,yes,core app change worth pulling,default_core_yes,https://github.com/twentyhq/twenty/commit/0641e07ca6f61f14f4cef1621cb1fec1fb71d78b,yes,core app change worth pulling,default_core_yes,yes,3,frontend_fix
236,2026-03-13,f3e0c12ce6a1679ab2f47a4073539152fa88ecc9,f3e0c12ce6,martmull,Fix app install file upload (#18593),"packages/twenty-sdk (3), packages/create-twenty-app (2), packages/twenty-server (2), packages/twenty-docs (1)",8,250,81,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/f3e0c12ce6a1679ab2f47a4073539152fa88ecc9,no,app install platform fix,platform,yes,6,platform_improvement
237,2026-03-13,0379aea0b127d3b874345885d1243d4f8236434f,0379aea0b1,Charles Bochet,"fix: split tsvector migration, add configurable DB timeout, reorder 1.19 commands (#18614)",packages/twenty-server (4),4,79,21,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/0379aea0b127d3b874345885d1243d4f8236434f,no,migration tuning only,migration,no,,migration
238,2026-03-13,58f534939c52cd70acf6f5bc71d758d8c20ab7bf,58f534939c,github-actions[bot],i18n - docs translations (#18617),packages/twenty-docs (8),8,941,37,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/58f534939c52cd70acf6f5bc71d758d8c20ab7bf,no,translations only,translations,no,,translations
239,2026-03-13,172bbd01bc303ee1c1e56c16f13ae3ec552c7f82,172bbd01bc,Pablo Morales,Add Gemini 3.1 Flash Lite model to AI registry (#18597),packages/twenty-server (2),2,15,0,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/172bbd01bc303ee1c1e56c16f13ae3ec552c7f82,no,"new feature, not core fix",feature,yes,6,feature
240,2026-03-13,b470cb21a1d168ca581ed145078a9e8ce24e53d2,b470cb21a1,Félix Malfait,Upgrade Apollo Client to v4 and refactor error handling (#18584),"packages/twenty-front (382), packages/twenty-website (2), package.json (1), yarn.lock (1)",386,3471,13582,no,no,no,broad refactor or tooling churn,refactor,https://github.com/twentyhq/twenty/commit/b470cb21a1d168ca581ed145078a9e8ce24e53d2,no,broad refactor or tooling churn,refactor,yes,8,code_refactor
241,2026-03-13,4b6c8d52e561db2fdf92e3d7502ec2a3e22ce922,4b6c8d52e5,Félix Malfait,Improve type safety and remove unnecessary store operations (#18622),packages/twenty-front (11),11,37,35,no,no,no,"ambiguous change, not essential",ambiguous_no,https://github.com/twentyhq/twenty/commit/4b6c8d52e561db2fdf92e3d7502ec2a3e22ce922,no,"ambiguous change, not essential",ambiguous_no,yes,7,ambiguous_improvement
242,2026-03-13,3f012499676ee36a8be5574bbe487e21f242c351,3f01249967,github-actions[bot],i18n - translations (#18620),packages/twenty-front (62),62,61,181,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/3f012499676ee36a8be5574bbe487e21f242c351,no,translations only,translations,no,,translations
243,2026-03-13,49bdcd6bd54a9408e047c7ba08184629e20894ef,49bdcd6bd5,github-actions[bot],i18n - docs translations (#18621),packages/twenty-docs (4),4,68,68,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/49bdcd6bd54a9408e047c7ba08184629e20894ef,no,translations only,translations,no,,translations
244,2026-03-13,46e515436e616424757909e8c4d04368eca1a836,46e515436e,Charles Bochet,Deprecate legacy RICH_TEXT field metadata type (#18623),"packages/twenty-server (38), packages/twenty-front (26), packages/twenty-shared (4), packages/twenty-sdk (2)",71,165,368,no,no,no,not clearly worth cherry-picking,default_no,https://github.com/twentyhq/twenty/commit/46e515436e616424757909e8c4d04368eca1a836,no,not clearly worth cherry-picking,default_no,yes,6,improvement
245,2026-03-13,1b1d79b08f3c35924c57255a90fc73940e7fb7eb,1b1d79b08f,github-actions[bot],i18n - docs translations (#18625),packages/twenty-docs (2),2,58,58,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/1b1d79b08f3c35924c57255a90fc73940e7fb7eb,no,translations only,translations,no,,translations
246,2026-03-13,3054679411dc648386603aa292af3ea81a9c8355,3054679411,williamjusticedavis,fix: add missing React key props to ButtonGroup and FloatingButtonGro… (#18615),packages/twenty-ui (2),2,12,12,no,no,no,cosmetic UI polish,cosmetic,https://github.com/twentyhq/twenty/commit/3054679411dc648386603aa292af3ea81a9c8355,no,cosmetic UI polish,cosmetic,yes,7,cosmetic
247,2026-03-13,d9eb317bb5e5510087e5e6ef4bc3ee184e2abc2e,d9eb317bb5,Charles Bochet,feat: rename RICH_TEXT_V2 → RICH_TEXT in codebase (keep DB value) (#18628),"packages/twenty-server (64), packages/twenty-front (42), packages/twenty-shared (15), packages/twenty-apps (4)",129,451,400,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/d9eb317bb5e5510087e5e6ef4bc3ee184e2abc2e,no,"new feature, not core fix",feature,yes,6,feature
248,2026-03-13,55d675bba7bedb03064cdcf34e272717230f6c58,55d675bba7,github-actions[bot],i18n - translations (#18633),packages/twenty-server (31),31,31,31,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/55d675bba7bedb03064cdcf34e272717230f6c58,no,translations only,translations,no,,translations
249,2026-03-13,2a8912b17acde7579eaecb8abe8553d94a162bac,2a8912b17a,github-actions[bot],i18n - docs translations (#18636),packages/twenty-docs (7),7,307,307,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/2a8912b17acde7579eaecb8abe8553d94a162bac,no,translations only,translations,no,,translations
250,2026-03-13,6b48f197d4a742020966455d128da2d72301e51f,6b48f197d4,Charles Bochet,feat: deprecate WorkspaceFavorite in favor of NavigationMenuItem (#18624),"packages/twenty-front (148), packages/twenty-server (4)",152,443,5574,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/6b48f197d4a742020966455d128da2d72301e51f,no,"new feature, not core fix",feature,yes,6,feature
251,2026-03-13,3a9247d9d1a741e305021b3d3668d94b65d205ce,3a9247d9d1,github-actions[bot],i18n - translations (#18639),packages/twenty-front (62),62,31,1171,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/3a9247d9d1a741e305021b3d3668d94b65d205ce,no,translations only,translations,no,,translations
252,2026-03-14,602db4ffeac4716957f7c298f5512bccde5a8023,602db4ffea,Charles Bochet,feat: enable Rich Text as a creatable field type (#18634),packages/twenty-front (18),18,576,370,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/602db4ffeac4716957f7c298f5512bccde5a8023,no,"new feature, not core fix",feature,yes,6,feature
253,2026-03-14,6552ec83eceee0c5bfd4c3f683b4046536bf737e,6552ec83ec,github-actions[bot],i18n - translations (#18642),packages/twenty-front (31),31,30,30,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/6552ec83eceee0c5bfd4c3f683b4046536bf737e,no,translations only,translations,no,,translations
254,2026-03-14,0b0ffcb8fa82fb5a9ad663456fdd0be07d09145e,0b0ffcb8fa,Thomas des Francs,Add pitfall reminders to LLMS guidance (#18627),"packages/twenty-apps (3), packages/create-twenty-app (1)",4,4,0,no,no,no,SDK/app-platform only,platform,https://github.com/twentyhq/twenty/commit/0b0ffcb8fa82fb5a9ad663456fdd0be07d09145e,no,SDK/app-platform only,platform,no,,sdk_platform
255,2026-03-14,48172d60fdc20d45b4a3e5e57298b68a7e4dcae9,48172d60fd,Weiko,View field override (#18572),"packages/twenty-server (34), packages/twenty-front (13), packages/twenty-sdk (3)",50,863,113,no,no,no,not clearly worth cherry-picking,default_no,https://github.com/twentyhq/twenty/commit/48172d60fdc20d45b4a3e5e57298b68a7e4dcae9,no,not clearly worth cherry-picking,default_no,yes,6,improvement
256,2026-03-14,40ff1091793796c5fa4d34ea1e3f3aadbca0a33f,40ff109179,Charles Bochet,feat: migrate objectMetadata reads to granular metadata store (#18643),packages/twenty-front (64),64,656,314,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/40ff1091793796c5fa4d34ea1e3f3aadbca0a33f,no,"new feature, not core fix",feature,yes,6,feature
257,2026-03-14,70a060b4eea493ebcdb9597fd567f4ba47dcbe8d,70a060b4ee,Sri Hari Haran Sharma,docs: fix contributor docs links and typos (#18637),"packages/twenty-docs (3), .github (1), README.md (1)",5,27,25,no,no,no,docs only,docs,https://github.com/twentyhq/twenty/commit/70a060b4eea493ebcdb9597fd567f4ba47dcbe8d,no,docs only,docs,no,,docs
258,2026-03-14,c753b2bee17fd6e73387483ecc8d846b5ee16692,c753b2bee1,github-actions[bot],i18n - docs translations (#18644),packages/twenty-docs (24),24,179,145,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/c753b2bee17fd6e73387483ecc8d846b5ee16692,no,translations only,translations,no,,translations
259,2026-03-14,6711b40922892371a9fb3338e487c0d138cb69ba,6711b40922,github-actions[bot],i18n - docs translations (#18645),packages/twenty-docs (24),24,136,136,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/6711b40922892371a9fb3338e487c0d138cb69ba,no,translations only,translations,no,,translations
260,2026-03-14,7a3540788af94a4e362dc26594c14bdbfba7c95a,7a3540788a,Charles Bochet,"feat: uniformize metadata store with flat types, SSE alignment, presentation endpoint & localStorage (#18647)","packages/twenty-front (55), packages/twenty-server (7), packages/twenty-sdk (3)",65,1786,410,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/7a3540788af94a4e362dc26594c14bdbfba7c95a,no,"new feature, not core fix",feature,yes,6,feature
261,2026-03-14,06efee1eef245db914c144f2c1210c88021578ac,06efee1eef,Charles Bochet,feat: hash-based metadata staleness detection (#18649),"packages/twenty-front (23), packages/twenty-server (9), packages/twenty-sdk (3)",35,255,59,no,no,no,"new feature, not core fix",feature,https://github.com/twentyhq/twenty/commit/06efee1eef245db914c144f2c1210c88021578ac,no,"new feature, not core fix",feature,yes,6,feature
262,2026-03-16,ba9aa41bba08d0c3ee7a8dda919bc3943e5ed4b9,ba9aa41bba,Charles Bochet,"refactor: metadata store cleanup, SSE unification, mock metadata loading & login redirect fix (#18651)","packages/twenty-front (152), packages/twenty-server (6), packages/twenty-sdk (3)",161,3120,4364,no,no,no,broad refactor or tooling churn,refactor,https://github.com/twentyhq/twenty/commit/ba9aa41bba08d0c3ee7a8dda919bc3943e5ed4b9,no,broad refactor or tooling churn,refactor,yes,8,code_refactor
263,2026-03-16,e6f1bdd1c84ff1485b0b8c63a66680e1e014c79e,e6f1bdd1c8,Abdullah.,fix: yauzl contains an off-by-one error (#18662),yarn.lock (1),1,3,3,no,no,yes,security/build hardening,platform_fix,https://github.com/twentyhq/twenty/commit/e6f1bdd1c84ff1485b0b8c63a66680e1e014c79e,yes,security/build hardening,platform_fix,yes,2,platform_fix
264,2026-03-16,67866ff59c0527eb639b70e5761731634dc97f68,67866ff59c,Abdullah.,fix: expr-eval related dependabot alerts (#18661),"packages/twenty-shared (4), yarn.lock (1)",5,9,9,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/67866ff59c0527eb639b70e5761731634dc97f68,yes,core product bug fix,core_fix,yes,3,frontend_fix
265,2026-03-16,1b20bdaf6d0b03ccaad7425c10b6bf3bbea941e9,1b20bdaf6d,Abdullah.,fix: @isaacs/brace-expansion has uncontrolled resource consumption (#18660),yarn.lock (1),1,3,3,no,no,yes,security/build hardening,platform_fix,https://github.com/twentyhq/twenty/commit/1b20bdaf6d0b03ccaad7425c10b6bf3bbea941e9,yes,security/build hardening,platform_fix,yes,2,platform_fix
266,2026-03-16,87c519b72fb49cd0499414c1c86e94fe69d26d01,87c519b72f,Abdullah.,fix: multer vulnerable to denial of service via uncontrolled recursion (#18659),"packages/twenty-server (1), yarn.lock (1)",2,29,29,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/87c519b72fb49cd0499414c1c86e94fe69d26d01,yes,core product bug fix,core_fix,yes,3,frontend_fix
267,2026-03-16,95a35f8a1d050470434ed1c63726f6042e38a228,95a35f8a1d,Félix Malfait,Implement OAuth 2.0 Dynamic Client Registration (RFC 7591) (#18608),"packages/twenty-server (28), packages/twenty-front (6), packages/twenty-docs (2), packages/twenty-sdk (2)",38,984,165,no,no,yes,security or auth hardening,security,https://github.com/twentyhq/twenty/commit/95a35f8a1d050470434ed1c63726f6042e38a228,no,new OAuth capability,feature,yes,6,feature
268,2026-03-16,2c2f66b584c0456a48c14ed10d28def0c655a01d,2c2f66b584,Abdullah.,fix: DOMPurify contains a cross-site scripting vulnerability (#18665),"packages/twenty-server (1), yarn.lock (1)",2,6,6,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/2c2f66b584c0456a48c14ed10d28def0c655a01d,yes,core product bug fix,core_fix,yes,3,frontend_fix
269,2026-03-16,6340b9e2f7da0d75e10fc826f6c23383daa48e8e,6340b9e2f7,github-actions[bot],i18n - translations (#18669),packages/twenty-front (62),62,480,120,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/6340b9e2f7da0d75e10fc826f6c23383daa48e8e,no,translations only,translations,no,,translations
270,2026-03-16,5c745059add9c6ac7b457d64a3cc4d9abd283029,5c745059ad,Charles Bochet,"refactor: remove ""core"" naming from views and eliminate converter layer (#18667)","packages/twenty-front (265), packages/twenty-server (172), packages/twenty-sdk (3)",440,2869,3791,no,no,no,broad refactor or tooling churn,refactor,https://github.com/twentyhq/twenty/commit/5c745059add9c6ac7b457d64a3cc4d9abd283029,no,broad refactor or tooling churn,refactor,yes,8,code_refactor
271,2026-03-16,6e36ad9fa228059fc0be7cc6a96bebc5cd26ed73,6e36ad9fa2,Abdullah.,fix: mailparser vulnerable to cross-site scripting (#18664),"packages/twenty-server (1), yarn.lock (1)",2,24,8,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/6e36ad9fa228059fc0be7cc6a96bebc5cd26ed73,yes,core product bug fix,core_fix,yes,3,frontend_fix
272,2026-03-16,a07337fea0bef3c0ff070db61fdf1f4f3899a799,a07337fea0,Sri Hari Haran Sharma,fix: return method-specific MCP responses (#18671),packages/twenty-server (14),14,465,145,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/a07337fea0bef3c0ff070db61fdf1f4f3899a799,no,MCP/platform response change,platform,yes,6,platform_improvement
273,2026-03-16,5011e1d77bd31e8a35167ff5722e8f3f82128777,5011e1d77b,github-actions[bot],i18n - docs translations (#18674),packages/twenty-docs (8),8,1136,0,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/5011e1d77bd31e8a35167ff5722e8f3f82128777,no,translations only,translations,no,,translations
274,2026-03-16,ddedecbb3672d6489afd21a71a808eadd261ff13,ddedecbb36,github-actions[bot],i18n - docs translations (#18677),packages/twenty-docs (8),8,290,290,no,no,no,translations only,translations,https://github.com/twentyhq/twenty/commit/ddedecbb3672d6489afd21a71a808eadd261ff13,no,translations only,translations,no,,translations
275,2026-03-16,e552704201342942f5d3d825875eea72a1a3ce34,e552704201,nitin,fix: add viewFieldGroupId to ViewField fragment and connect page layout selectors to live metadata store (#18676),packages/twenty-front (5),5,57,57,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/e552704201342942f5d3d825875eea72a1a3ce34,yes,core product bug fix,core_fix,yes,2,backend_fix
276,2026-03-16,32d7fa09a33b048d1663aec5a16503ed28b96b60,32d7fa09a3,Thomas Trompette,Fix timeline activities + breadcrumb (#18626),packages/twenty-front (4),4,7,9,no,no,yes,core product bug fix,core_fix,https://github.com/twentyhq/twenty/commit/32d7fa09a33b048d1663aec5a16503ed28b96b60,yes,core product bug fix,core_fix,yes,3,frontend_fix
