plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision,backlog_track,backlog_reason
237,6,Features & Enhancements,6E,General Product Features,6E-03,low,2026-03-27,cd2e08b912,cd2e08b91227bcd9e401cb1fc797fdfcf709685f,Félix Malfait,Enforce workspace count limit for multi-workspace setups (#19036),feature,packages/twenty-server (3),3,29,0,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/cd2e08b91227bcd9e401cb1fc797fdfcf709685f,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
238,6,Features & Enhancements,6E,General Product Features,6E-03,medium,2026-03-28,c407341912,c407341912ac0d65b3cbe4df40fd8448c7c0ac2f,Charles Bochet,feat: optimize hot database queries with multi-layer caching (#19068),feature,packages/twenty-server (69),69,1428,559,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c407341912ac0d65b3cbe4df40fd8448c7c0ac2f,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
239,6,Features & Enhancements,6E,General Product Features,6E-03,low,2026-03-30,8fa3962e1c,8fa3962e1c905595c4005847175ffc62d49c1d74,Félix Malfait,feat: add resumable stream support for agent chat (#19107),feature,"packages/twenty-server (16), packages/twenty-front (5), .github (1), yarn.lock (1)",23,981,281,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/8fa3962e1c905595c4005847175ffc62d49c1d74,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
240,6,Features & Enhancements,6E,General Product Features,6E-03,low,2026-03-31,287fe90ce9,287fe90ce9e2f3e37dc5f1b94d386dc06e8e7346,Weiko,Add link to workspace members index view page from the settings (#19164),feature,packages/twenty-front (1),1,61,4,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/287fe90ce9e2f3e37dc5f1b94d386dc06e8e7346,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
241,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-03-31,887e0283c5,887e0283c5250a1e1a8b8f3099ab0e6e9050f875,Etienne,Direct execution - Follow up (#19177),feature,"packages/twenty-front (17), packages/twenty-server (7), packages/twenty-shared (2)",26,314,161,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/887e0283c5250a1e1a8b8f3099ab0e6e9050f875,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
242,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-03-31,ee3ebd0ca0,ee3ebd0ca015cb3c26f3df333c9dc2ef52772691,Charles Bochet,"Add ""search"" to reserved metadata name keywords (#19181)",feature,packages/twenty-shared (1),1,2,0,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/ee3ebd0ca015cb3c26f3df333c9dc2ef52772691,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
243,6,Features & Enhancements,6E,General Product Features,6E-04,medium,2026-04-02,fd7387928c,fd7387928c00831dd1dfec5dfb46caf31c2a1e96,Félix Malfait,feat: queue messages + replace AI SDK with GraphQL SSE subscription (#19203),feature,"packages/twenty-front (44), packages/twenty-server (28), packages/twenty-client-sdk (3), packages/twenty-shared (3)",79,2606,1417,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/fd7387928c00831dd1dfec5dfb46caf31c2a1e96,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
244,6,Features & Enhancements,6E,General Product Features,6E-04,medium,2026-04-02,81f10c586f,81f10c586fe8aee3090809cf23095f856b6dcad8,Charles Bochet,Add workspace DDL lock env var and maintenance mode UI (#19130),feature,"packages/twenty-front (44), packages/twenty-server (28), packages/twenty-client-sdk (3), packages/twenty-ui (2)",78,2342,712,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/81f10c586fe8aee3090809cf23095f856b6dcad8,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
245,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-04-02,a303d9ca1b,a303d9ca1b96abe11149321f80911955058eaeab,Etienne,Gql direct execution - Handle introspection queries (#19219),feature,packages/twenty-server (17),17,656,610,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/a303d9ca1b96abe11149321f80911955058eaeab,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
246,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-04-02,e1caf6caa1,e1caf6caa10b02f9ed6edd03a9b3204308f59cd1,Charles Bochet,Add datasource migration and connected account feature flag (#19268),feature,packages/twenty-server (1),1,5,2,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e1caf6caa10b02f9ed6edd03a9b3204308f59cd1,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
247,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-04-02,c1e4756f9c,c1e4756f9cdb2f758508d587972777f5e0392041,Weiko,Add is active to overridable entities and deactivation logic for page layouts (#19200),feature,"packages/twenty-server (33), packages/twenty-shared (2)",35,391,285,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c1e4756f9cdb2f758508d587972777f5e0392041,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
248,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-04-02,7f2b853ae1,7f2b853ae160ca6071450840bf20b840bb7570f2,Abdul Rahman,feat: add message compaction for AI chats (#19205),feature,"packages/twenty-server (7), packages/twenty-front (3), packages/twenty-shared (1)",11,146,15,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/7f2b853ae160ca6071450840bf20b840bb7570f2,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
249,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-04-02,5022bf03ba,5022bf03ba496e24a94d51ceff8a22252d7920c2,Félix Malfait,Add AI as a public feature flag in the Lab (#19277),feature,"packages/twenty-server (1), packages/twenty-website (1)",2,8,0,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/5022bf03ba496e24a94d51ceff8a22252d7920c2,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
250,6,Features & Enhancements,6E,General Product Features,6E-04,low,2026-04-03,90597e47ca,90597e47ca9310e7d45f7a6bd86708977d68b259,Thomas Trompette,Add redis cache for cron triggers (#19306),feature,packages/twenty-server (10),10,692,42,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/90597e47ca9310e7d45f7a6bd86708977d68b259,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
251,6,Features & Enhancements,6E,General Product Features,6E-05,low,2026-04-04,80c5cfc2ec,80c5cfc2ece68bc24632b25330d19d13f4747ece,martmull,Add npm packages app settings list (#19324),feature,"packages/twenty-front (4), packages/twenty-client-sdk (2), packages/twenty-server (2), packages/twenty-shared (1)",10,196,55,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/80c5cfc2ece68bc24632b25330d19d13f4747ece,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
252,6,Features & Enhancements,6E,General Product Features,6E-05,medium,2026-04-07,83d30f8b76,83d30f8b76265397d945b44af73929cdb62b5ff7,Félix Malfait,feat: Send email from UI — inline reply composer & SendEmail mutation (#19363),feature,"packages/twenty-front (37), packages/twenty-server (26), packages/twenty-client-sdk (3), .github (1)",68,2464,577,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/83d30f8b76265397d945b44af73929cdb62b5ff7,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
255,6,Features & Enhancements,6F,Extended Features,6F-01,low,2026-03-05,4cfd738312,4cfd738312c249fb72b921ec394aa6ca013e9be1,nitin,Headless action modal (#18270),noncore_feature,"packages/twenty-sdk (14), packages/twenty-front (8), .vscode (1)",23,429,15,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/4cfd738312c249fb72b921ec394aa6ca013e9be1,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
256,6,Features & Enhancements,6F,Extended Features,6F-01,low,2026-03-05,abd9709291,abd9709291e123be18a925832e9c9200b65a80bd,Raphaël Bosi,Update Command Menu Item entity (#18391),noncore_feature,"packages/twenty-server (15), packages/twenty-front (3), packages/twenty-shared (1)",19,163,27,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/abd9709291e123be18a925832e9c9200b65a80bd,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
257,6,Features & Enhancements,6F,Extended Features,6F-01,medium,2026-03-05,2a82df7073,2a82df707324d903d862d66a19cb1708941abb69,Lucas Bordeau,AI tools to create a demo workspace (#18236),noncore_feature,"packages/twenty-front (62), packages/twenty-server (17), packages/twenty-shared (3), packages/twenty-ui (2)",84,2449,315,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/2a82df707324d903d862d66a19cb1708941abb69,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
258,6,Features & Enhancements,6F,Extended Features,6F-01,low,2026-03-05,57499342f1,57499342f1851899c9423f61bab1ba93a75e8480,Baptiste Devessier,Set widget position's type according to parent tab (#18411),noncore_feature,packages/twenty-front (2),2,135,17,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/57499342f1851899c9423f61bab1ba93a75e8480,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
259,6,Features & Enhancements,6F,Extended Features,6F-01,low,2026-03-09,06bdb5ad6a,06bdb5ad6a9f5668f80032a9b46552845ad1fcb9,Paul Rastoin,`[SDK]` Agent in manifest (#18431),noncore_feature,"packages/twenty-sdk (10), packages/twenty-server (5), packages/create-twenty-app (4), packages/twenty-shared (4)",24,476,5,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/06bdb5ad6a9f5668f80032a9b46552845ad1fcb9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
260,6,Features & Enhancements,6F,Extended Features,6F-01,low,2026-03-09,309fd7a526,309fd7a5263cba2e454f609c0e9fdb03c8694cf4,Baptiste Devessier,feat: unpin action (#18505),noncore_feature,packages/twenty-front (1),1,11,11,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/309fd7a5263cba2e454f609c0e9fdb03c8694cf4,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
261,6,Features & Enhancements,6F,Extended Features,6F-01,medium,2026-03-09,c433b2b73f,c433b2b73fb3f98826fbf62d0e4f8f0b43d444d1,Weiko,Implement page layout override (#18472),noncore_feature,"packages/twenty-server (49), packages/twenty-front (38), packages/twenty-sdk (3)",90,1270,57,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c433b2b73fb3f98826fbf62d0e4f8f0b43d444d1,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
262,6,Features & Enhancements,6F,Extended Features,6F-01,low,2026-03-10,6995420b71,6995420b71a21a5bca03a3b40a11ca4cfe169d6c,Félix Malfait,Remove IS_APPLICATION_INSTALLATION_FROM_TARBALL_ENABLED feature flag (#18520),noncore_feature,"packages/twenty-server (3), packages/twenty-sdk (2), packages/twenty-front (1), packages/twenty-shared (1)",7,1,48,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/6995420b71a21a5bca03a3b40a11ca4cfe169d6c,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
263,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-10,1656bb5568,1656bb556894083d1bab40bec70cf177b17539fb,Arun,[Feat] : add source to actor fields (#18118),noncore_feature,"packages/twenty-front (4), packages/twenty-shared (2), packages/twenty-server (1)",7,154,9,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/1656bb556894083d1bab40bec70cf177b17539fb,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
264,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-10,926dd545f4,926dd545f46b7bef4d3f856f64e36ebf92d98973,Baptiste Devessier,Create fake hidden fields group (#18525),noncore_feature,"packages/twenty-front (18), packages/twenty-sdk (3), packages/twenty-server (1), packages/twenty-shared (1)",23,1110,22,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/926dd545f46b7bef4d3f856f64e36ebf92d98973,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
266,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-11,7fb8cc1c39,7fb8cc1c3984b875097d6761da08539e9df8cea9,Félix Malfait,Improve apps settings UI and remove unused tarball upload code (#18549),noncore_feature,packages/twenty-front (6),6,114,329,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/7fb8cc1c3984b875097d6761da08539e9df8cea9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
267,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-11,00c3cd1051,00c3cd10510bbc56e69f6811b62e7bfb2e0b31a2,Weiko,Add system view fallback (#18536),noncore_feature,"packages/twenty-front (30), packages/twenty-server (1)",31,343,37,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/00c3cd10510bbc56e69f6811b62e7bfb2e0b31a2,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
268,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-11,ef92d2d321,ef92d2d321f92eb202a6ec829f559adaa37c748a,Weiko,Backfill standard views command (#18540),noncore_feature,packages/twenty-server (3),3,192,0,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/ef92d2d321f92eb202a6ec829f559adaa37c748a,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
269,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-11,2c5af2654d,2c5af2654d2425d8ba4bf7a990bfe5afb419eeae,nitin,Separate code pathways for IS_COMMAND_MENU_ITEM_ENABLED flag (#18542),noncore_feature,packages/twenty-front (10),10,330,117,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/2c5af2654d2425d8ba4bf7a990bfe5afb419eeae,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
270,6,Features & Enhancements,6F,Extended Features,6F-02,medium,2026-03-12,e8f8189167,e8f818916775ac4292f7ca4776aa0db98e777284,Raphaël Bosi,[COMMAND MENU ITEMS] Add engine component key (#18554),noncore_feature,"packages/twenty-server (26), packages/twenty-standard-application (22), packages/twenty-front (4), packages/twenty-sdk (3)",55,852,1147,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e8f818916775ac4292f7ca4776aa0db98e777284,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
271,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-12,cb3e32df86,cb3e32df8631091abbbf3ba28c6af7cba9ee42e0,Lucas Bordeau,Fix AI demo workspace skill (#18575),noncore_feature,"packages/twenty-front (7), packages/twenty-server (4), packages/twenty-shared (1)",12,263,55,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/cb3e32df8631091abbbf3ba28c6af7cba9ee42e0,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
272,6,Features & Enhancements,6F,Extended Features,6F-02,low,2026-03-12,eb4665bc98,eb4665bc98799062f4000988f70cd860e46ed4ed,Weiko,Create missing standard table and fields widget views (#18543),noncore_feature,"packages/twenty-server (44), packages/twenty-shared (1)",45,5403,772,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/eb4665bc98799062f4000988f70cd860e46ed4ed,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
273,6,Features & Enhancements,6F,Extended Features,6F-03,low,2026-03-13,349bfc8462,349bfc846295fd13ef55a3ab4199374e1f8caafa,Raphaël Bosi,Backfill existing workspaces with standard command menu items (#18596),noncore_feature,packages/twenty-server (3),3,166,3,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/349bfc846295fd13ef55a3ab4199374e1f8caafa,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
274,6,Features & Enhancements,6F,Extended Features,6F-03,low,2026-03-24,e0b36c3931,e0b36c39311b44b15f9cea2a489eca3e887ef0d9,neo773,fix: ai providers json formatting (#18910),noncore_feature,packages/twenty-server (2),2,112,403,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e0b36c39311b44b15f9cea2a489eca3e887ef0d9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
275,6,Features & Enhancements,6F,Extended Features,6F-03,low,2026-04-02,0b2f4cdb57,0b2f4cdb57e2831e0a592c7ccdf37ddd46190d39,Weiko,Add delete widget action in fields widget side panel (#19167),noncore_feature,packages/twenty-front (1),1,22,1,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/0b2f4cdb57e2831e0a592c7ccdf37ddd46190d39,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
276,6,Features & Enhancements,6F,Extended Features,6F-03,low,2026-04-03,bb3d556799,bb3d556799618145e1076c77655fc7cc51743667,Félix Malfait,"Refined demo workspace creation skill (rebased, review fixes) (#19274)",noncore_feature,"packages/twenty-server (17), packages/twenty-client-sdk (3)",20,1693,364,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/bb3d556799618145e1076c77655fc7cc51743667,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
277,6,Features & Enhancements,6F,Extended Features,6F-03,low,2026-04-07,a2188cb0eb,a2188cb0eba98428f0cd1ff47d311340d74b7d46,Weiko,Reset Fields widget implementation (#19283),noncore_feature,"packages/twenty-front (4), packages/twenty-server (4), packages/twenty-client-sdk (3)",11,528,0,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/a2188cb0eba98428f0cd1ff47d311340d74b7d46,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
278,6,Features & Enhancements,6F,Extended Features,6F-03,medium,2026-04-07,1f3965e5f8,1f3965e5f8f6782a169021ca066c9e892e7af80f,Baptiste Devessier,Add Manage and Placement sections in widget side panel page for record page layouts (#19310),noncore_feature,"packages/twenty-front (59), packages/twenty-shared (1)",60,3365,236,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/1f3965e5f8f6782a169021ca066c9e892e7af80f,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
279,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-03,b1107c823a,b1107c823a16eaee679a23a088d64956c85f1405,Etienne,Apollo enrich (#18277),improvement,"packages/twenty-apps (22), packages/twenty-front (1), packages/twenty-server (1)",24,8171,8,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/b1107c823a16eaee679a23a088d64956c85f1405,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
280,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-05,1affa1e004,1affa1e004203808e42806fac705b7d1487b1b63,Charles Bochet,chore(front): remove vite-plugin-checker background TS/ESLint checks (#18437),improvement,"packages/twenty-docs (14), packages/twenty-front (3), nx.json (1)",18,5,75,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/1affa1e004203808e42806fac705b7d1487b1b63,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
281,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-06,364c944ca6,364c944ca6fe66d8c15fcce9d2d7225e55c61502,Charles Bochet,Improve build performance 2x (#18449),improvement,"packages/twenty-front (6), .github (2), packages/twenty-server (1), packages/twenty-ui (1)",10,284,94,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/364c944ca6fe66d8c15fcce9d2d7225e55c61502,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
282,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-11,ab5fb1f658,ab5fb1f6585d64d7d689f9e846a8ac4e62a9bce9,Baptiste Devessier,Replace newFieldDefaultConfiguration with newFieldDefaultVisibility (#18539),improvement,"packages/twenty-front (14), packages/twenty-server (6), packages/twenty-sdk (3), packages/twenty-shared (1)",24,838,1091,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/ab5fb1f6585d64d7d689f9e846a8ac4e62a9bce9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
284,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-13,f3e0c12ce6,f3e0c12ce6a1679ab2f47a4073539152fa88ecc9,martmull,Fix app install file upload (#18593),platform_improvement,"packages/twenty-sdk (3), packages/create-twenty-app (2), packages/twenty-server (2), packages/twenty-docs (1)",8,250,81,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/f3e0c12ce6a1679ab2f47a4073539152fa88ecc9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
285,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,medium,2026-03-13,46e515436e,46e515436e616424757909e8c4d04368eca1a836,Charles Bochet,Deprecate legacy RICH_TEXT field metadata type (#18623),improvement,"packages/twenty-server (38), packages/twenty-front (26), packages/twenty-shared (4), packages/twenty-sdk (2)",71,165,368,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/46e515436e616424757909e8c4d04368eca1a836,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
286,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-14,48172d60fd,48172d60fdc20d45b4a3e5e57298b68a7e4dcae9,Weiko,View field override (#18572),improvement,"packages/twenty-server (34), packages/twenty-front (13), packages/twenty-sdk (3)",50,863,113,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/48172d60fdc20d45b4a3e5e57298b68a7e4dcae9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
287,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-16,a07337fea0,a07337fea0bef3c0ff070db61fdf1f4f3899a799,Sri Hari Haran Sharma,fix: return method-specific MCP responses (#18671),platform_improvement,packages/twenty-server (14),14,465,145,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/a07337fea0bef3c0ff070db61fdf1f4f3899a799,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
288,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,medium,2026-03-17,abdab2fb7e,abdab2fb7eb48f5907165f97ed74867f760d42f3,Raphaël Bosi,[Command menu items] Create engine commands (#18681),improvement,"packages/twenty-front (76), packages/twenty-sdk (5), packages/twenty-shared (2)",83,2594,132,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/abdab2fb7eb48f5907165f97ed74867f760d42f3,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
